route_id,service_id,trip_id,trip_headsign,shape_id
7,304152,135668:304152,HUDSON to Shuniah St.,3252
7,304155,135246:304155,HUDSON to Shuniah St.,3252
3M,304156,138939:304156,MEMORIAL to Waterfront,3179
3C,304157,139026:304157,COUNTY PARK to Castlegreen Dr,3168
3C,304160,139029:304160,COUNTY PARK to Castlegreen Dr,3168
8,304162,135164:304162,JAMES to Intercity via College,3282
14,304163,139065:304163,ARTHUR to Airport,3145
2,304164,139316:304164,CROSSTOWN to Westfort,3113
3C,304165,139023:304165,COUNTY PARK to Castlegreen Dr,3168
14,304168,134380:304168,ARTHUR to Airport,3145
7,304171,138760:304171,HUDSON to Shuniah St.,3252
7,304174,134094:304174,HUDSON to Shuniah St.,3252
2,304176,139325:304176,CROSSTOWN to Westfort,3113
7,304178,132786:304178,HUDSON to Shuniah St.,3252
2,304179,139286:304179,CROSSTOWN to Waterfront,3262
8,304182,135203:304182,JAMES to City Hall,3204
7,304183,134079:304183,HUDSON to Shuniah St.,3252
8,304184,135189:304184,JAMES to City Hall via College,3259
12,304185,134713:304185,to City Hall,3244
8,304187,135583:304187,JAMES to Intercity via College,3282
2,304189,139269:304189,CROSSTOWN to Waterfront,3262
8,304191,135199:304191,JAMES to College,3211
8,304194,135176:304194,JAMES to Intercity via College,3282
14,304197,135591:304197,ARTHUR to Airport,3145
9,304199,135123:304199,JUNOT to Waterfront,3261
7,304201,135245:304201,HUDSON to Shuniah St.,3252
3C,304203,139027:304203,COUNTY PARK to Castlegreen Dr,3168
7,304207,134100:304207,HUDSON to Shuniah St.,3252
14,304208,139052:304208,ARTHUR to Airport,3145
3C,304209,139014:304209,COUNTY PARK to Castlegreen Dr,3168
12,304210,134711:304210,to City Hall,3244
8,304211,135196:304211,JAMES to College,3211
14,304213,134763:304213,ARTHUR to Airport,3145
7,304215,135247:304215,HUDSON to Shuniah St.,3252
14,304218,139066:304218,ARTHUR to Airport,3145
3C,304220,135024:304220,COUNTY PARK to Castlegreen Dr,3168
14,304221,135577:304221,ARTHUR to Airport,3145
7,304223,138763:304223,HUDSON to Shuniah St.,3252
3M,304224,138892:304224,MEMORIAL to County Park,3175
8,304229,135184:304229,JAMES to City Hall via College,3259
2,304230,139301:304230,CROSSTOWN to Westfort,3113
3M,304235,138891:304235,MEMORIAL to Waterfront,3179
8,304237,135171:304237,JAMES to Intercity via College,3282
8,304239,135169:304239,JAMES to Intercity via College,3282
2,304241,139287:304241,CROSSTOWN to Waterfront,3262
7,304247,135261:304247,HUDSON to Shuniah St.,3252
3M,304249,138888:304249,MEMORIAL to County Park,3175
7,304250,134101:304250,HUDSON to Shuniah St.,3252
7,304252,135243:304252,HUDSON to Shuniah St.,3252
2,304255,139311:304255,CROSSTOWN to Waterfront,3262
14,304256,134378:304256,ARTHUR to Airport,3145
3C,304259,139024:304259,COUNTY PARK to Castlegreen Dr,3168
14,304260,134400:304260,ARTHUR to Airport,3145
3C,304263,135021:304263,COUNTY PARK to Castlegreen Dr,3168
12,304264,135582:304264,to City Hall,3244
9,304265,135128:304265,JUNOT to Waterfront,3261
1,304267,135647:304267,MAINLINE to Current River,3274
7,304271,132784:304271,HUDSON to Shuniah St.,3252
8,304272,135597:304272,JAMES to Intercity via College,3282
8,304275,135162:304275,JAMES to Intercity via College,3282
7,304277,137412:304277,HUDSON to Shuniah St.,3252
7,304278,138761:304278,HUDSON to Shuniah St.,3252
8,304279,135185:304279,JAMES to City Hall via College,3259
8,304280,135628:304280,JAMES to City Hall via College,3259
8,304281,135166:304281,JAMES to Intercity via College,3282
11,304282,135690:304282,JOHN to Windsor St.,3283
7,304283,132777:304283,HUDSON to Shuniah St.,3252
7,304288,132771:304288,HUDSON to Shuniah St.,3252
12,304289,134720:304289,to City Hall,3244
4,304295,139185:304295,NEEBING,3302
2,304297,139288:304297,CROSSTOWN to Waterfront,3262
3M,304300,138893:304300,MEMORIAL to Waterfront,3179
2,304301,139313:304301,CROSSTOWN to Waterfront,3262
9,304302,135131:304302,JUNOT to Waterfront,3261
2,304303,139270:304303,CROSSTOWN to Waterfront,3262
1,304304,135055:304304,MAINLINE to Waterfront,3275
8,304305,135180:304305,JAMES to City Hall via College,3259
14,304308,139050:304308,ARTHUR to Airport,3145
7,304309,132787:304309,HUDSON to Shuniah St.,3252
14,304310,134403:304310,ARTHUR to Airport,3145
8,304311,135634:304311,JAMES to City Hall via College,3259
2,304313,139303:304313,CROSSTOWN to Westfort,3113
7,304315,138764:304315,HUDSON to Shuniah St.,3252
7,304316,132773:304316,HUDSON to Shuniah St.,3252
2,304317,139262:304317,CROSSTOWN to Westfort,3113
8,304318,135630:304318,JAMES to City Hall via College,3259
3C,304321,139011:304321,COUNTY PARK to Castlegreen Dr,3168
14,304322,134792:304322,ARTHUR to City Hall,3243
7,304323,134082:304323,HUDSON to Shuniah St.,3252
7,304325,135234:304325,HUDSON to Shuniah St.,3252
7,304328,134092:304328,HUDSON to Shuniah St.,3252
14,304329,135563:304329,ARTHUR to Airport,3145
2,304332,139289:304332,CROSSTOWN to Westfort,3113
14,304334,134404:304334,ARTHUR to Airport,3145
8,304338,135179:304338,JAMES to City Hall via College,3259
12,304340,134714:304340,to City Hall,3244
7,304341,134086:304341,HUDSON to Shuniah St.,3252
12,304342,135603:304342,to City Hall,3244
2,304343,139282:304343,CROSSTOWN to Waterfront,3262
8,304345,135174:304345,JAMES to Intercity via College,3282
2,304349,139267:304349,CROSSTOWN to Westfort,3113
7,304350,134083:304350,HUDSON to Shuniah St.,3252
7,304351,132776:304351,HUDSON to Shuniah St.,3252
14,304356,134778:304356,ARTHUR to City Hall,3243
7,304359,138752:304359,HUDSON to Shuniah St.,3252
7,304360,135262:304360,HUDSON to Shuniah St.,3252
2,304363,139318:304363,CROSSTOWN to College,3289
9,304365,135126:304365,JUNOT to Waterfront,3261
14,304368,132476:304368,ARTHUR to Airport,3145
7,304373,132778:304373,HUDSON to Shuniah St.,3252
2,304374,139317:304374,CROSSTOWN to College,3289
2,304376,139280:304376,CROSSTOWN to Waterfront,3262
14,304378,134781:304378,ARTHUR to Airport,3145
8,304379,135173:304379,JAMES to Intercity via College,3282
2,304382,139266:304382,CROSSTOWN to Westfort,3113
7,304383,135244:304383,HUDSON to Shuniah St.,3252
8,304384,135198:304384,JAMES to College,3211
8,304385,135168:304385,JAMES to Intercity via College,3282
7,304390,138754:304390,HUDSON to Shuniah St.,3252
12,304392,135568:304392,to City Hall,3244
7,304393,134088:304393,HUDSON to Shuniah St.,3252
7,304394,134096:304394,HUDSON to Shuniah St.,3252
14,304395,132486:304395,ARTHUR to Airport,3145
2,304396,139279:304396,CROSSTOWN to Waterfront,3262
8,304398,135200:304398,JAMES to City Hall,3204
2,304399,139323:304399,CROSSTOWN to Westfort,3113
2,304400,139309:304400,CROSSTOWN to Waterfront,3262
7,304401,132781:304401,HUDSON to Shuniah St.,3252
7,304402,134093:304402,HUDSON to Shuniah St.,3252
2,304405,139271:304405,CROSSTOWN to Waterfront,3262
7,304406,138758:304406,HUDSON to Shuniah St.,3252
2,304409,139293:304409,CROSSTOWN to Westfort,3113
4,304410,139188:304410,NEEBING,3215
7,304411,134106:304411,HUDSON to Shuniah St.,3252
2,304415,139297:304415,CROSSTOWN to Westfort,3113
7,304417,135225:304417,HUDSON to Shuniah St.,3252
14,304418,135555:304418,ARTHUR to Airport,3145
14,304419,139053:304419,ARTHUR to Airport,3145
14,304420,134779:304420,ARTHUR to Airport,3145
14,304421,134406:304421,ARTHUR to Airport,3145
14,304425,132491:304425,ARTHUR to Airport,3145
2,304429,139272:304429,CROSSTOWN to Waterfront,3128
7,304430,132774:304430,HUDSON to Shuniah St.,3252
7,304433,135235:304433,HUDSON to Shuniah St.,3252
2,304435,139296:304435,CROSSTOWN to Westfort,3113
12,304436,134717:304436,to City Hall,3244
8,304437,135183:304437,JAMES to City Hall via College,3259
8,304439,135177:304439,JAMES to City Hall via College,3259
2,304440,139263:304440,CROSSTOWN to Westfort,3113
2,304446,139274:304446,CROSSTOWN to Waterfront,3262
7,304447,135236:304447,HUDSON to Shuniah St.,3252
14,304450,135584:304450,ARTHUR to Airport,3145
2,304455,139304:304455,CROSSTOWN to Waterfront,3262
2,304456,139315:304456,CROSSTOWN to Waterfront,3262
14,304457,134382:304457,ARTHUR to Airport,3145
7,304458,135680:304458,HUDSON to Shuniah St.,3252
3C,304460,135016:304460,COUNTY PARK to Castlegreen Dr,3168
12,304461,134724:304461,to City Hall,3244
8,304462,135204:304462,JAMES to City Hall,3204
9,304467,135125:304467,JUNOT to Waterfront,3261
7,304472,134085:304472,HUDSON to Shuniah St.,3252
2,304474,139319:304474,CROSSTOWN to Westfort,3113
7,304475,135242:304475,HUDSON to Shuniah St.,3252
12,304478,134721:304478,to City Hall,3244
7,304481,132783:304481,HUDSON to Shuniah St.,3252
14,304489,132485:304489,ARTHUR to Airport,3145
8,304491,135181:304491,JAMES to City Hall via College,3259
14,304492,139063:304492,ARTHUR to Airport,3145
7,304493,135252:304493,HUDSON to Shuniah St.,3252
12,304495,134719:304495,to City Hall,3244
8,304498,135182:304498,JAMES to City Hall via College,3259
7,304499,138759:304499,HUDSON to Shuniah St.,3252
2,304500,139299:304500,CROSSTOWN to Westfort,3113
8,304501,135192:304501,JAMES to City Hall via College,3259
7,304504,134097:304504,HUDSON to Shuniah St.,3252
3C,304509,135025:304509,COUNTY PARK to Castlegreen Dr,3168
7,304511,138767:304511,HUDSON to Shuniah St.,3252
3C,304515,139028:304515,COUNTY PARK to Castlegreen Dr,3168
2,304517,139284:304517,CROSSTOWN to Waterfront,3262
7,304519,138768:304519,HUDSON to Shuniah St.,3252
2,304521,139285:304521,CROSSTOWN to Waterfront,3262
7,304523,135224:304523,HUDSON to Shuniah St.,3252
12,304524,134723:304524,to City Hall,3244
12,304525,134718:304525,to City Hall,3244
8,304527,135201:304527,JAMES to City Hall,3204
7,304528,132772:304528,HUDSON to Shuniah St.,3252
3M,304532,138895:304532,MEMORIAL to Waterfront,3179
2,304534,139298:304534,CROSSTOWN to Westfort,3113
8,304536,135636:304536,JAMES to City Hall via College,3259
8,304538,135626:304538,JAMES to City Hall via College,3259
14,304539,134383:304539,ARTHUR to Airport,3145
14,304540,139064:304540,ARTHUR to Airport,3145
7,304542,137411:304542,HUDSON to Shuniah St.,3252
12,304543,134715:304543,to City Hall,3244
7,304546,135237:304546,HUDSON to Shuniah St.,3252
12,304551,134716:304551,to City Hall,3244
2,304555,139261:304555,CROSSTOWN to Waterfront,3128
2,304558,139264:304558,CROSSTOWN to Westfort,3113
8,304559,135187:304559,JAMES to City Hall via College,3259
1,304651,138850:304651,MAINLINE to Waterfront,3275
3M,304652,133824:304652,MEMORIAL to City Hall,3315
3M,304653,135370:304653,MEMORIAL to Jumbo Gardens,3314
9,304654,133987:304654,JUNOT to Intercity,3313
16,304655,134466:304655,BALMORAL to City Hall,3166
8,304656,132822:304656,JAMES to City Hall,3204
3M,304657,133796:304657,MEMORIAL to Jumbo Gardens,3314
3C,304658,134985:304658,COUNTY PARK to Northwood,3305
9,304659,135136:304659,JUNOT to Intercity,3313
3M,304660,133837:304660,MEMORIAL to Airport,3321
1,304661,134154:304661,MAINLINE to Current River,3274
3M,304662,132613:304662,MEMORIAL to City Hall,3315
3C,304663,132504:304663,COUNTY PARK to Northwood,3305
9,304664,135689:304664,JUNOT to Intercity,3313
3M,304665,133778:304665,MEMORIAL to County Park,3310
5,304666,134287:304666,EDWARD to Waterfront,3119
8,304667,135169:304667,JAMES to Intercity via College,3282
3M,304668,135386:304668,MEMORIAL to Airport,3321
3C,304669,134205:304669,COUNTY PARK to Castlegreen Dr,3320
13,304670,132411:304670,JOHN-JUMBO to County Fair,3265
3C,304671,134168:304671,COUNTY PARK to Northwood,3305
1,304672,132676:304672,MAINLINE to Current River,3274
9,304673,135105:304673,JUNOT to Intercity,3313
3M,304674,135367:304674,MEMORIAL to County Park,3307
4,304675,134733:304675,NEEBING,3224
3M,304676,135388:304676,MEMORIAL to Airport,3321
12,304677,134524:304677,to City Hall,3244
3M,304678,135719:304678,MEMORIAL to Northwood,3322
11,304679,134819:304679,JOHN to Waterfront,3318
3M,304680,135416:304680,MEMORIAL to Northwood,3317
3C,304682,132522:304682,COUNTY PARK to Castlegreen Dr,3320
12,304683,134508:304683,to City Hall,3244
3M,304684,135427:304684,MEMORIAL to City Hall,3315
3M,304685,133854:304685,MEMORIAL to Northwood,3322
3C,304686,135018:304686,COUNTY PARK to Northwood,3305
11,304687,134254:304687,JOHN to Waterfront,3318
8,304688,138718:304688,JAMES to City Hall via College,3259
3C,304689,134200:304689,COUNTY PARK to Castlegreen Dr,3320
9,304690,135131:304690,JUNOT to Waterfront,3261
5,304691,132547:304691,EDWARD to Westfort,3136
16,304692,135524:304692,BALMORAL to City Hall,3166
9,304693,133970:304693,JUNOT to Intercity,3313
3M,304694,132585:304694,MEMORIAL to County Park,3310
1,304695,135085:304695,MAINLINE to Current River,3274
12,304696,134521:304696,to City Hall,3244
9,304697,132853:304697,JUNOT to Intercity,3313
9,304698,135126:304698,JUNOT to Waterfront,3261
16,304699,135529:304699,BALMORAL to City Hall,3166
14,304700,135563:304700,ARTHUR to Airport,3145
13,304701,132391:304701,JOHN-JUMBO to Waterfront,3306
8,304702,134005:304702,JAMES to College,3211
3M,304703,135394:304703,MEMORIAL to Airport,3321
3M,304704,133870:304704,MEMORIAL to Northwood,3317
3M,304705,132602:304705,MEMORIAL to Northwood,3317
9,304706,133971:304706,JUNOT to Intercity,3313
3M,304707,133863:304707,MEMORIAL to Airport,3321
8,304708,138704:304708,JAMES to City Hall via College,3259
3M,304709,132629:304709,MEMORIAL to Waterfront,3304
3J,304710,134894:304710,JUMBO GARDENS to Airport,3303
16,304711,134468:304711,BALMORAL to City Hall,3166
1,304712,134129:304712,MAINLINE to Westfort,3130
3M,304713,132606:304713,MEMORIAL to Northwood,3317
9,304714,132832:304714,JUNOT to Waterfront,3261
11,304715,134823:304715,JOHN to Waterfront,3318
14,304716,134385:304716,ARTHUR to Airport,3145
12,304717,134520:304717,to City Hall,3244
9,304718,135132:304718,JUNOT to Intercity,3313
14,304719,139039:304719,ARTHUR to City Hall,3243
3M,304720,135375:304720,MEMORIAL to County Park,3307
3J,304721,134890:304721,JUMBO GARDENS to Airport,3303
1,304722,134164:304722,MAINLINE to Current River,3274
9,304723,133988:304723,JUNOT to Intercity,3313
3C,304724,135019:304724,COUNTY PARK to Castlegreen Dr,3320
14,304725,139057:304725,ARTHUR to Airport,3145
3J,304726,134898:304726,JUMBO GARDENS to Airport,3303
11,304727,135646:304727,JOHN to Waterfront,3318
9,304728,132855:304728,JUNOT to Intercity,3313
12,304729,134517:304729,to City Hall,3244
9,304730,133938:304730,JUNOT to Waterfront,3261
3J,304731,134884:304731,JUMBO GARDENS to Airport,3303
9,304732,132846:304732,JUNOT to Intercity,3313
5,304733,134291:304733,EDWARD to Waterfront,3119
9,304734,138656:304734,JUNOT to Waterfront,3261
9,304735,132839:304735,JUNOT to Waterfront,3261
8,304736,133998:304736,JAMES to City Hall,3204
5,304737,134866:304737,EDWARD to Westfort,3136
14,304738,139058:304738,ARTHUR to Airport,3145
5,304739,134277:304739,EDWARD to Westfort,3136
5,304740,138957:304740,EDWARD to Westfort,3136
9,304741,133980:304741,JUNOT to Intercity,3313
8,304742,134029:304742,JAMES to College,3211
1,304743,135649:304743,MAINLINE to Current River,3274
3M,304744,135385:304744,MEMORIAL to Northwood,3322
5,304745,134865:304745,EDWARD to Westfort,3136
12,304746,134525:304746,to City Hall,3244
3J,304747,134327:304747,JUMBO GARDENS to Airport,3303
3C,304748,135006:304748,COUNTY PARK to Castlegreen Dr,3320
3M,304749,133811:304749,MEMORIAL to County Park,3307
5,304750,134270:304750,EDWARD to Westfort,3136
1,304751,138848:304751,MAINLINE to Current River,3274
9,304752,133965:304752,JUNOT to University,3312
3C,304753,134190:304753,COUNTY PARK to Northwood,3305
10,304754,134407:304754,NORTHWOOD to County Park,3112
8,304755,138703:304755,JAMES to City Hall via College,3259
11,304756,135640:304756,JOHN to Waterfront,3318
3C,304757,139020:304757,COUNTY PARK to Castlegreen Dr,3168
3J,304758,134317:304758,JUMBO GARDENS to Airport,3303
3M,304759,132576:304759,MEMORIAL to County Park,3310
3J,304760,134909:304760,JUMBO GARDENS to Sherwood Dr.,3309
5,304761,132571:304761,EDWARD to Waterfront,3119
3C,304762,132492:304762,COUNTY PARK to Northwood,3305
3M,304763,135403:304763,MEMORIAL to Northwood,3322
3M,304764,133816:304764,MEMORIAL to County Park,3310
3C,304765,139015:304765,COUNTY PARK to Castlegreen Dr,3168
8,304766,135636:304766,JAMES to City Hall via College,3259
12,304767,134510:304767,to City Hall,3244
3J,304768,134321:304768,JUMBO GARDENS to Airport,3303
3M,304769,132637:304769,MEMORIAL to City Hall,3315
13,304770,132376:304770,JOHN-JUMBO to Waterfront,3306
14,304771,134788:304771,ARTHUR to City Hall,3243
9,304772,133981:304772,JUNOT to Intercity,3313
3M,304773,133877:304773,MEMORIAL to City Hall,3315
12,304774,134528:304774,to City Hall,3244
9,304775,133986:304775,JUNOT to Intercity,3313
11,304776,134250:304776,JOHN to Waterfront,3318
9,304777,132856:304777,JUNOT to Intercity,3313
3M,304778,135389:304778,MEMORIAL to Northwood,3322
8,304779,134043:304779,JAMES to City Hall via College,3259
3M,304780,133795:304780,MEMORIAL to County Park,3307
8,304781,134013:304781,JAMES to Intercity via College,3282
5,304783,132540:304783,EDWARD to Westfort,3136
5,304784,135538:304784,EDWARD to Westfort,3136
1,304785,135077:304785,MAINLINE to Current River,3274
3C,304786,132517:304786,COUNTY PARK to Castlegreen Dr,3320
10,304787,132425:304787,NORTHWOOD to County Park,3112
16,304788,134474:304788,BALMORAL to City Hall,3166
3M,304789,133848:304789,MEMORIAL to Northwood,3322
3C,304790,134215:304790,COUNTY PARK to Castlegreen Dr,3320
3C,304791,135026:304791,COUNTY PARK to Northwood,3305
3C,304793,135540:304793,COUNTY PARK to Northwood,3305
3C,304794,139004:304794,COUNTY PARK to Northwood,3271
9,304795,133985:304795,JUNOT to Intercity,3313
3M,304796,132621:304796,MEMORIAL to Northwood,3317
3C,304797,135004:304797,COUNTY PARK to Castlegreen Dr,3320
14,304798,139041:304798,ARTHUR to City Hall,3243
3M,304799,133845:304799,MEMORIAL to Airport,3321
9,304800,135137:304800,JUNOT to Intercity,3313
3C,304801,135542:304801,COUNTY PARK to Northwood,3305
3C,304802,134175:304802,COUNTY PARK to Northwood,3305
3C,304803,132527:304803,COUNTY PARK to Castlegreen Dr,3320
13,304804,134557:304804,JOHN-JUMBO to County Fair,3265
16,304805,134478:304805,BALMORAL to City Hall,3166
8,304806,133995:304806,JAMES to City Hall,3204
3C,304807,134218:304807,COUNTY PARK to Castlegreen Dr,3320
3C,304808,134173:304808,COUNTY PARK to Northwood,3305
1,304809,132667:304809,MAINLINE to Current River,3274
8,304810,135163:304810,JAMES to Intercity via College,3282
5,304811,134846:304811,EDWARD to Waterfront,3119
1,304812,134108:304812,MAINLINE to Current River,3234
1,304813,135650:304813,MAINLINE to Current River,3274
3C,304814,139008:304814,COUNTY PARK to City Hall,3273
3C,304815,134996:304815,COUNTY PARK to Northwood,3305
3C,304816,134224:304816,COUNTY PARK to Castlegreen Dr,3320
3C,304817,134994:304817,COUNTY PARK to Northwood,3305
9,304818,133982:304818,JUNOT to Intercity,3313
3C,304819,135011:304819,COUNTY PARK to Castlegreen Dr,3320
13,304820,132383:304820,JOHN-JUMBO to Waterfront,3306
10,304821,139083:304821,NORTHWOOD to County Park,3112
11,304822,134255:304822,JOHN to Waterfront,3318
3M,304823,132581:304823,MEMORIAL to County Park,3310
3M,304824,132640:304824,MEMORIAL to City Hall,3315
3C,304825,134176:304825,COUNTY PARK to Northwood,3305
8,304826,135628:304826,JAMES to City Hall via College,3259
8,304828,133996:304828,JAMES to City Hall,3204
3C,304829,135678:304829,COUNTY PARK to Castlegreen Dr,3320
5,304830,138987:304830,EDWARD to Waterfront,3119
9,304831,135625:304831,JUNOT to Waterfront,3261
8,304832,132796:304832,JAMES to Intercity,3258
3M,304833,132607:304833,MEMORIAL to City Hall,3315
8,304834,134047:304834,JAMES to City Hall via College,3259
3M,304835,135599:304835,MEMORIAL to County Park,3307
16,304836,134674:304836,BALMORAL to City Hall,3166
3C,304837,138993:304837,COUNTY PARK to Northwood,3271
5,304838,138955:304838,EDWARD to Westfort,3136
10,304839,132426:304839,NORTHWOOD to County Park,3112
9,304840,132851:304840,JUNOT to Intercity,3313
3C,304841,134172:304841,COUNTY PARK to Northwood,3305
13,304842,134543:304842,JOHN-JUMBO to Waterfront,3306
3M,304843,135398:304843,MEMORIAL to Airport,3321
16,304844,134471:304844,BALMORAL to City Hall,3166
3C,304845,134220:304845,COUNTY PARK to Castlegreen Dr,3320
13,304846,139129:304846,JOHN-JUMBO to County Fair,3265
11,304847,134243:304847,JOHN to Waterfront,3318
8,304848,135164:304848,JAMES to Intercity via College,3282
8,304849,132818:304849,JAMES to City Hall via College,3259
12,304850,134526:304850,to City Hall,3244
8,304851,134011:304851,JAMES to Intercity via College,3282
1,304852,132675:304852,MAINLINE to Current River,3274
5,304853,138971:304853,EDWARD to Waterfront,3119
5,304854,138956:304854,EDWARD to Westfort,3136
3M,304855,133861:304855,MEMORIAL to Airport,3321
9,304856,138663:304856,JUNOT to Waterfront,3261
11,304857,135639:304857,JOHN to Waterfront,3318
13,304858,134549:304858,JOHN-JUMBO to Waterfront,3306
8,304859,132815:304859,JAMES to City Hall via College,3259
13,304860,132374:304860,JOHN-JUMBO to Waterfront,3306
3M,304861,132590:304861,MEMORIAL to Waterfront,3304
8,304862,132825:304862,JAMES to College,3211
8,304863,132817:304863,JAMES to City Hall via College,3259
3C,304864,134186:304864,COUNTY PARK to Northwood,3305
3C,304865,134207:304865,COUNTY PARK to Castlegreen Dr,3320
3M,304866,135400:304866,MEMORIAL to Airport,3321
5,304867,135523:304867,EDWARD to Westfort,3136
3M,304868,133814:304868,MEMORIAL to County Park,3310
3M,304869,135413:304869,MEMORIAL to Northwood,3317
3C,304870,135014:304870,COUNTY PARK to Castlegreen Dr,3320
1,304871,135087:304871,MAINLINE to Cowan Only,3297
8,304872,132820:304872,JAMES to City Hall,3204
3C,304873,135670:304873,COUNTY PARK to Castlegreen Dr,3320
8,304874,138720:304874,JAMES to City Hall via College,3259
9,304875,133983:304875,JUNOT to Intercity,3313
1,304876,134152:304876,MAINLINE to Current River,3274
13,304877,139131:304877,JOHN-JUMBO to County Fair,3265
9,304878,135114:304878,JUNOT to University,3312
14,304879,139035:304879,ARTHUR to City Hall,3243
8,304880,134018:304880,JAMES to Intercity via College,3282
8,304881,132806:304881,JAMES to College,3211
8,304882,134002:304882,JAMES to City Hall,3204
8,304883,134028:304883,JAMES to College,3211
10,304884,132429:304884,NORTHWOOD to County Park,3112
14,304885,139062:304885,ARTHUR to Airport,3145
3M,304886,132578:304886,MEMORIAL to County Park,3310
1,304887,134165:304887,MAINLINE to Waterfront,3275
11,304888,134818:304888,JOHN to Waterfront,3318
1,304889,135554:304889,MAINLINE to Current River,3234
5,304890,134292:304890,EDWARD to Waterfront,3119
3M,304891,135672:304891,MEMORIAL to Airport,3308
3M,304892,132587:304892,MEMORIAL to County Park,3310
5,304893,132546:304893,EDWARD to Westfort,3136
3M,304894,135687:304894,MEMORIAL to Airport,3321
1,304895,134144:304895,MAINLINE to Current River,3274
3M,304896,132620:304896,MEMORIAL to Northwood,3317
9,304897,133950:304897,JUNOT to Waterfront,3261
1,304898,138841:304898,MAINLINE to Current River,3274
8,304899,135182:304899,JAMES to City Hall via College,3259
3J,304900,134348:304900,JUMBO GARDENS to Sherwood Dr.,3309
3M,304901,133794:304901,MEMORIAL to Jumbo Gardens,3314
9,304902,135146:304902,JUNOT to Intercity,3313
3C,304903,135715:304903,COUNTY PARK to Castlegreen Dr,3320
10,304904,139082:304904,NORTHWOOD to County Park,3112
8,304905,134016:304905,JAMES to Intercity via College,3282
16,304906,134483:304906,BALMORAL to City Hall,3166
14,304907,135591:304907,ARTHUR to Airport,3145
3M,304908,135362:304908,MEMORIAL to Jumbo Gardens,3314
3J,304909,134915:304909,JUMBO GARDENS to Sherwood Dr.,3309
5,304910,134845:304910,EDWARD to Waterfront,3119
3J,304911,135703:304911,JUMBO GARDENS to Sherwood Dr.,3309
14,304912,139055:304912,ARTHUR to Airport,3145
1,304913,134147:304913,MAINLINE to Current River,3274
3M,304914,133828:304914,MEMORIAL to City Hall,3315
8,304915,134025:304915,JAMES to Intercity via College,3282
3C,304916,135003:304916,COUNTY PARK to Castlegreen Dr,3320
3M,304917,133789:304917,MEMORIAL to County Park,3307
3M,304918,132580:304918,MEMORIAL to Waterfront,3304
3C,304919,132509:304919,COUNTY PARK to Northwood,3305
3M,304920,133803:304920,MEMORIAL to County Park,3307
1,304921,138831:304921,MAINLINE to Current River,3274
3C,304922,138992:304922,COUNTY PARK to Northwood,3271
3M,304923,133772:304923,MEMORIAL to County Park,3310
3M,304924,135559:304924,MEMORIAL to Jumbo Gardens,3314
3M,304925,133810:304925,MEMORIAL to Jumbo Gardens,3314
8,304926,133999:304926,JAMES to City Hall,3204
8,304927,138730:304927,JAMES to City Hall,3204
3M,304928,132612:304928,MEMORIAL to Northwood,3317
3J,304929,134320:304929,JUMBO GARDENS to Airport,3303
8,304930,134035:304930,JAMES to City Hall via College,3259
9,304931,138662:304931,JUNOT to Waterfront,3261
5,304932,138968:304932,EDWARD to Westfort,3136
14,304933,135577:304933,ARTHUR to Airport,3145
12,304934,134514:304934,to City Hall,3244
3C,304935,134998:304935,COUNTY PARK to Northwood,3305
3M,304936,133849:304936,MEMORIAL to Airport,3321
1,304937,132669:304937,MAINLINE to Current River,3274
1,304938,132672:304938,MAINLINE to Current River,3274
8,304939,132801:304939,JAMES to City Hall via College,3259
5,304940,134834:304940,EDWARD to Westfort,3136
5,304941,132537:304941,EDWARD to Westfort,3136
14,304942,132457:304942,ARTHUR to City Hall,3243
3C,304943,135028:304943,COUNTY PARK to Waterfront,3323
3J,304944,134339:304944,JUMBO GARDENS to Sherwood Dr.,3309
16,304945,134680:304945,BALMORAL to City Hall,3166
3C,304946,135022:304946,COUNTY PARK to Northwood,3305
13,304947,134540:304947,JOHN-JUMBO to Waterfront,3306
13,304948,134562:304948,JOHN-JUMBO to County Fair,3265
3M,304949,132604:304949,MEMORIAL to Northwood,3317
1,304950,134156:304950,MAINLINE to Current River,3274
11,304951,134249:304951,JOHN to Waterfront,3318
3C,304952,139006:304952,COUNTY PARK to Northwood,3271
3M,304953,132633:304953,MEMORIAL to Waterfront,3304
3M,304954,135592:304954,MEMORIAL to County Park,3307
3M,304955,133817:304955,MEMORIAL to County Park,3310
3M,304956,133777:304956,MEMORIAL to Waterfront,3304
13,304957,134637:304957,JOHN-JUMBO to Waterfront,3306
3M,304958,135377:304958,MEMORIAL to County Park,3310
3C,304959,134183:304959,COUNTY PARK to Northwood,3305
3C,304960,134171:304960,COUNTY PARK to Northwood,3305
5,304961,132568:304961,EDWARD to Waterfront,3119
9,304962,135724:304962,JUNOT to Intercity,3313
8,304963,135201:304963,JAMES to City Hall,3204
8,304965,135597:304965,JAMES to Intercity via College,3282
12,304966,134513:304966,to City Hall,3244
5,304967,134262:304967,EDWARD to Westfort,3136
3C,304968,139021:304968,COUNTY PARK to Castlegreen Dr,3168
13,304969,134647:304969,JOHN-JUMBO to County Fair,3265
3J,304970,134329:304970,JUMBO GARDENS to Airport,3303
3M,304971,135356:304971,MEMORIAL to Jumbo Gardens,3314
3M,304972,135384:304972,MEMORIAL to Airport,3321
10,304973,132415:304973,NORTHWOOD to County Park,3112
