route_id,service_id,trip_id,trip_headsign,shape_id
3C,306029,132495:306029,COUNTY PARK to Northwood,3305
9,306030,138657:306030,JUNOT to Waterfront,3261
8,306031,135203:306031,JAMES to City Hall,3204
3C,306032,134987:306032,COUNTY PARK to Northwood,3305
3M,306033,135594:306033,MEMORIAL to Jumbo Gardens,3314
5,306034,132553:306034,EDWARD to Waterfront,3119
3M,306035,135365:306035,MEMORIAL to County Park,3307
14,306036,139059:306036,ARTHUR to Airport,3145
3M,306037,133873:306037,MEMORIAL to Waterfront,3304
9,306038,132864:306038,JUNOT to University,3312
3M,306039,135553:306039,MEMORIAL to Jumbo Gardens,3319
3M,306040,135714:306040,MEMORIAL to Airport,3321
3M,306042,133813:306042,MEMORIAL to County Park,3310
11,306043,134816:306043,JOHN to Waterfront,3318
9,306044,133979:306044,JUNOT to Intercity,3313
3M,306045,135618:306045,MEMORIAL to Northwood,3322
9,306046,133990:306046,JUNOT to University,3312
16,306047,134681:306047,BALMORAL to City Hall,3166
1,306048,135088:306048,MAINLINE to Current River,3274
9,306049,133984:306049,JUNOT to Intercity,3313
3M,306050,132579:306050,MEMORIAL to County Park,3310
8,306051,134024:306051,JAMES to Intercity via College,3282
3M,306052,133867:306052,MEMORIAL to Northwood,3317
8,306053,134017:306053,JAMES to Intercity via College,3282
5,306054,132549:306054,EDWARD to Westfort,3136
3C,306055,134986:306055,COUNTY PARK to Northwood,3305
5,306056,132538:306056,EDWARD to Westfort,3136
3M,306057,135408:306057,MEMORIAL to Airport,3321
3C,306058,135688:306058,COUNTY PARK to Castlegreen Dr,3320
16,306059,134463:306059,BALMORAL to City Hall,3166
13,306060,132380:306060,JOHN-JUMBO to Waterfront,3306
8,306061,138728:306061,JAMES to College,3211
3M,306062,132636:306062,MEMORIAL to City Hall,3315
8,306063,138716:306063,JAMES to College,3211
1,306064,138835:306064,MAINLINE to Current River,3274
1,306065,132673:306065,MAINLINE to Current River,3274
10,306066,139071:306066,NORTHWOOD to County Park,3112
3C,306067,132513:306067,COUNTY PARK to Castlegreen Dr,3320
8,306068,134007:306068,JAMES to College,3211
3M,306069,133831:306069,MEMORIAL to Northwood,3317
3C,306070,134201:306070,COUNTY PARK to Castlegreen Dr,3320
3C,306071,132498:306071,COUNTY PARK to Northwood,3305
3M,306072,133820:306072,MEMORIAL to Waterfront,3304
5,306073,132548:306073,EDWARD to Westfort,3136
5,306074,134268:306074,EDWARD to Westfort,3136
3M,306075,133829:306075,MEMORIAL to Northwood,3317
16,306076,134686:306076,BALMORAL to City Hall,3166
3C,306077,132502:306077,COUNTY PARK to Northwood,3305
5,306078,134863:306078,EDWARD to Westfort,3136
